ID,Session,MLTD,TotalTokens,MeanClauseLength,AvgDepLength,DepTypeEntropy,NominalDensity,NPComplexity,VPComplexity,MeanNPLength,PPDensity,Condition.x,Variety,Topic
GPT4.1_143,2nd,232.8644323,591,7.296296296,3.255772647,3.121766151,1.353637902,0.255319149,11.08888889,1.617021277,1.892857143,GPT,CAN,dream
GPT4.1_143,3rd,207.2524029,634,7.372093023,3.198347107,3.083836731,1.577287066,0.203821656,12.30337079,1.535031847,1.896551724,GPT,CAN,stereotype
GPT4.1_144,2nd,266.5,590,7.023809524,3.060606061,3.09934266,0.847457627,0.214285714,10.08235294,1.607142857,1.724137931,GPT,CAN,dream
GPT4.1_144,3rd,242.3516043,610,6.931818182,3.364261168,3.057073486,1.475409836,0.209459459,11.63917526,1.533783784,2.071428571,GPT,CAN,stereotype
GPT4.1_144,1st,190.8785211,669,9.040540541,3.267912773,3.091758446,1.494768311,0.305555556,12.64044944,1.659722222,2.703703704,GPT,CAN,technology
GPT4.1_145,2nd,265.9660283,658,7.563218391,3.308544304,3.099963576,0.151975684,0.212121212,10.66336634,1.539393939,2.5,GPT,NZ,dream
GPT4.1_145,1st,207.0826149,669,7.779069767,3.354037267,3.117122633,0.597907324,0.21656051,13.05617978,1.605095541,3.04,GPT,NZ,technology
GPT4.1_145,3rd,202.3722953,625,7.8125,3.19,3.109493654,1.44,0.185185185,13.22222222,1.469135802,2.4,GPT,NZ,stereotype
GPT4.1_146,1st,271.1118785,631,7.511904762,3.230514096,3.085537196,0.792393027,0.248366013,11.27906977,1.522875817,2.25,GPT,NZ,technology
GPT4.1_146,3rd,219.8830594,613,7.127906977,3.264505119,3.104910369,0.815660685,0.159235669,12.17171717,1.407643312,2.37037037,GPT,NZ,stereotype
GPT4.1_146,2nd,212.3094134,641,7.043956044,3.4910859,3.176991693,0.15600624,0.246478873,13.22340426,1.61971831,2.083333333,GPT,NZ,dream
GPT4.1_147,1st,224.15756,644,8.05,3.174757282,3.071025697,0.465838509,0.197183099,11.14606742,1.528169014,2.807692308,GPT,NZ,technology
GPT4.1_147,2nd,205.4031897,644,7.950617284,3.237012987,3.081900051,0.931677019,0.324675325,11.09756098,1.701298701,2.071428571,GPT,NZ,dream
GPT4.1_147,3rd,176.2020585,635,7.215909091,3.195364238,3.161426029,0.787401575,0.192546584,10.70833333,1.51552795,2.129032258,GPT,NZ,stereotype
GPT4.1_148,2nd,212.7248734,653,8.1625,3.2304,3.090086321,0.153139357,0.183673469,10.90909091,1.489795918,2.5,GPT,NZ,dream
GPT4.1_148,1st,192.7223677,615,7.5,3.095238095,3.104079593,0.81300813,0.229166667,11,1.576388889,2.407407407,GPT,NZ,technology
GPT4.1_148,3rd,186.7183908,657,6.57,3.381558029,3.103058067,0.761035008,0.144508671,11.80769231,1.450867052,2.071428571,GPT,NZ,stereotype
GPT4.1_149,2nd,235.4751527,595,7,3.073943662,3.08804901,0.672268908,0.201388889,11.9673913,1.569444444,1.851851852,GPT,NZ,dream
GPT4.1_149,1st,222.3228159,640,7.804878049,3.30995106,3.125512522,0.78125,0.251798561,12.16091954,1.647482014,2.296296296,GPT,NZ,technology
GPT4.1_149,3rd,220.3895735,631,7.8875,3.240527183,3.117528587,1.584786054,0.276315789,14.20454545,1.677631579,2.583333333,GPT,NZ,stereotype
GPT4.1_15,1st,225.4182295,592,7.13253012,3.330960854,2.990021468,1.351351351,0.290540541,10.79268293,1.641891892,2.133333333,GPT,CAN,dream
GPT4.1_15,3rd,218.6631359,642,8.447368421,3.26557377,3.071098395,0.778816199,0.220689655,11.29761905,1.655172414,2.21875,GPT,CAN,technology
GPT4.1_15,2nd,212.5190595,582,7.97260274,3.158558559,3.1082391,2.233676976,0.245033113,10.89189189,1.61589404,1.962962963,GPT,CAN,stereotype
GPT4.1_150,2nd,231.6754281,681,8.407407407,3.612557427,3.106996712,1.174743025,0.291390728,13.86868687,1.682119205,2.428571429,GPT,NZ,dream
GPT4.1_150,1st,215.2749403,627,6.966666667,3.200674536,3.114212616,0.637958533,0.18,11.2244898,1.526666667,2.117647059,GPT,NZ,technology
GPT4.1_150,3rd,160.7916624,636,6.989010989,3.091803279,3.122184348,0.943396226,0.176470588,12.38636364,1.558823529,2.5,GPT,NZ,stereotype
GPT4.1_151,3rd,218.7727444,649,8.215189873,3.392,3.135751547,1.386748844,0.2375,13.52688172,1.64375,2.916666667,GPT,NZ,stereotype
GPT4.1_151,1st,210.9891302,640,8.311688312,3.29248366,3.066787409,0.625,0.185714286,12.02325581,1.521428571,2.5,GPT,NZ,technology
GPT4.1_151,2nd,202.311109,624,6.857142857,3.251256281,3.10823801,0.480769231,0.186335404,11.46,1.48447205,2.37037037,GPT,NZ,dream
GPT4.1_152,2nd,228.7021552,638,6.934782609,3.427631579,3.085078387,0.626959248,0.251655629,10.9010989,1.602649007,2,GPT,NZ,dream
GPT4.1_152,3rd,205.7927307,617,7.43373494,3.203389831,3.034308399,0.648298217,0.222929936,11.73170732,1.560509554,1.888888889,GPT,NZ,stereotype
GPT4.1_152,1st,205.6018777,643,7.654761905,3.07605178,3.145557237,0.155520995,0.198675497,12.19791667,1.569536424,2.76,GPT,NZ,technology
GPT4.1_153,1st,244.1266781,705,8.011363636,3.302806499,3.13327131,0.567375887,0.258064516,12.6,1.625806452,2.5,GPT,NZ,technology
GPT4.1_153,2nd,223.9084306,664,7.460674157,3.202531646,3.138456154,0.753012048,0.280487805,10.59550562,1.682926829,1.90625,GPT,NZ,dream
GPT4.1_153,3rd,183.4772538,667,8.134146341,3.411856474,3.144690502,1.049475262,0.198795181,12.38636364,1.554216867,2.269230769,GPT,NZ,stereotype
GPT4.1_154,1st,224.2163374,611,7.833333333,3.125214408,3.093422579,0.654664484,0.198630137,11.26136364,1.493150685,2.392857143,GPT,NZ,technology
GPT4.1_154,2nd,216.5172505,633,7.360465116,3.489291598,3.110731606,0.473933649,0.213793103,11.47126437,1.544827586,2.346153846,GPT,NZ,dream
GPT4.1_154,3rd,209.4027478,615,8.541666667,3.781144781,3.161693164,0.650406504,0.271523179,13.31578947,1.668874172,2.476190476,GPT,NZ,stereotype
GPT4.1_155,2nd,233.5978408,625,6.720430108,3.244556114,3.069219874,1.12,0.1875,11.23,1.527777778,2.035714286,GPT,NZ,dream
GPT4.1_155,1st,232.0065348,646,8.5,3.160453809,3.058429068,0.619195046,0.204081633,12.31034483,1.482993197,2.482758621,GPT,NZ,technology
GPT4.1_155,3rd,204.3197174,668,8.048192771,3.4734375,3.126000198,0.299401198,0.194285714,11.52439024,1.525714286,2.571428571,GPT,NZ,stereotype
GPT4.1_156,2nd,207.1219125,654,7.975609756,3.345104334,3.124972181,0.458715596,0.302816901,10.24731183,1.704225352,2.064516129,GPT,NZ,dream
GPT4.1_156,1st,201.7413619,659,7.488636364,3.204472843,3.091293398,0.303490137,0.291139241,11.5952381,1.632911392,2.212121212,GPT,NZ,technology
GPT4.1_156,3rd,185.1565459,610,7.34939759,3.013769363,3.10133904,0.163934426,0.15862069,11.03947368,1.510344828,2,GPT,NZ,stereotype
GPT4.1_157,1st,279,667,7.579545455,3.194620253,3.049788697,1.049475262,0.353741497,9.305263158,1.727891156,1.914285714,GPT,UK,technology
GPT4.1_157,2nd,236.2652875,596,7.268292683,3.373451327,3.11127978,1.510067114,0.163265306,11.41860465,1.455782313,1.548387097,GPT,UK,dream
GPT4.1_157,3rd,228.7835252,610,7.34939759,3.046471601,3.121446584,2.131147541,0.245398773,11.24390244,1.588957055,1.655172414,GPT,UK,stereotype
GPT4.1_158,2nd,257.2425569,584,6.790697674,3.384201077,3.083063469,1.54109589,0.223021583,9.964285714,1.553956835,2.037037037,GPT,UK,dream
GPT4.1_158,1st,219.2321228,667,8.234567901,3.339593114,3.053273513,1.1994003,0.23566879,12.49438202,1.566878981,2.571428571,GPT,UK,technology
GPT4.1_158,3rd,171.4906735,602,7.717948718,3.382352941,3.089126435,1.827242525,0.185430464,11.88,1.549668874,2.375,GPT,UK,stereotype
GPT4.1_159,2nd,240.7847921,616,7.512195122,3.38330494,3.153655241,1.298701299,0.222222222,10.46341463,1.6,2.034482759,GPT,UK,dream
GPT4.1_159,1st,239.9123393,620,8.266666667,3.199661591,3.099671151,1.129032258,0.37254902,13.54545455,1.718954248,2.034482759,GPT,UK,technology
GPT4.1_159,3rd,202.6664472,667,8.134146341,3.037795276,3.10027816,1.499250375,0.16969697,11.88095238,1.436363636,1.75,GPT,UK,stereotype
GPT4.1_16,1st,238.5535523,642,8.025,3.493442623,3.076585607,0.934579439,0.233333333,9.989130435,1.56,1.78125,GPT,CAN,dream
GPT4.1_16,2nd,208.1514464,637,7.9625,3.182565789,3.123566948,1.098901099,0.202380952,12.44444444,1.505952381,2.24137931,GPT,CAN,stereotype
GPT4.1_16,3rd,177,590,7.662337662,2.901256732,3.039756223,1.016949153,0.145038168,12.95180723,1.465648855,2.060606061,GPT,CAN,technology
GPT4.1_160,1st,296.1111,629,7.670731707,2.966329966,3.101526131,0.953895072,0.234482759,11.78481013,1.537931034,1.714285714,GPT,UK,technology
GPT4.1_160,3rd,199.0489178,587,7.723684211,3.423487544,3.101828824,0.851788756,0.218309859,11.89189189,1.528169014,2.12,GPT,UK,stereotype
GPT4.1_160,2nd,175.9682275,691,7.677777778,3.194864048,3.094109924,0.578871201,0.271604938,11.83495146,1.703703704,2.206896552,GPT,UK,dream
GPT4.1_161,3rd,212.073551,601,7.329268293,3.12390925,3.098053863,1.49750416,0.202380952,11.225,1.535714286,1.75,GPT,UK,stereotype
GPT4.1_161,1st,204.8958885,652,8.693333333,3.259615385,3.066838074,1.073619632,0.270833333,11.10344828,1.527777778,2.214285714,GPT,UK,technology
GPT4.1_161,2nd,198.1556731,649,6.62244898,3.381028939,3.101271513,0.770416025,0.154320988,11.79347826,1.401234568,2.074074074,GPT,UK,dream
GPT4.1_162,2nd,218.981791,631,7.8875,3.364085667,3.0847993,1.426307448,0.214765101,11.26506024,1.577181208,2.791666667,GPT,UK,dream
GPT4.1_162,1st,215.9792472,618,7.022727273,3.081632653,3.070854688,0.485436893,0.133333333,11.51724138,1.444444444,2.033333333,GPT,UK,technology
GPT4.1_162,3rd,195.6688614,626,7.279069767,3.265886288,3.100238223,1.277955272,0.160493827,11.75903614,1.462962963,2.107142857,GPT,UK,stereotype
GPT4.1_163,3rd,226.3177426,603,7.011627907,3.416955017,3.166690766,1.990049751,0.213836478,12.44155844,1.578616352,1.84,GPT,UK,stereotype
GPT4.1_163,1st,209.3412685,638,8.739726027,3.382352941,3.039843862,0.470219436,0.263888889,12.02702703,1.555555556,2.576923077,GPT,UK,technology
GPT4.1_163,2nd,196.1846038,619,7.114942529,3.718381113,3.060173872,0.807754443,0.167832168,10.67045455,1.615384615,1.961538462,GPT,UK,dream
GPT4.1_164,1st,279.0779102,615,7.884615385,3.448979592,3.081164189,0.487804878,0.277027027,13.13483146,1.601351351,2.407407407,GPT,UK,technology
GPT4.1_164,3rd,225.6544906,592,7.219512195,3.113074205,3.06162573,0.506756757,0.149350649,11.44705882,1.467532468,2.038461538,GPT,UK,stereotype
GPT4.1_164,2nd,209.5823174,573,7.1625,3.662408759,3.107479354,0.698080279,0.114503817,11.13483146,1.450381679,2.04,GPT,UK,dream
GPT4.1_165,3rd,262.5967366,589,6.693181818,2.930728242,3.126558074,1.188455008,0.22147651,11.61363636,1.530201342,2.230769231,GPT,UK,stereotype
GPT4.1_165,2nd,256.058266,620,7.045454545,3.255499154,3.124744638,0.967741935,0.35971223,11.19387755,1.741007194,1.862068966,GPT,UK,dream
GPT4.1_165,1st,193.2000297,638,8.621621622,3.433497537,3.139824886,0.940438871,0.251748252,11.8452381,1.629370629,2.206896552,GPT,UK,technology
GPT4.1_166,1st,279.6258803,651,7.658823529,3.345659164,3.08155234,0.921658986,0.197530864,11.66292135,1.487654321,2.068965517,GPT,UK,technology
GPT4.1_166,3rd,202.9309721,610,8.243243243,3.364102564,3.074010843,0.819672131,0.145695364,12.43678161,1.483443709,2.76,GPT,UK,stereotype
GPT4.1_166,2nd,200.1714959,638,7.87654321,3.343137255,3.092427091,1.097178683,0.189189189,12.23958333,1.472972973,1.884615385,GPT,UK,dream
GPT4.1_167,2nd,259.7007874,631,7.790123457,3.129783694,3.154432892,1.584786054,0.25,10.30769231,1.647058824,1.6,GPT,UK,dream
GPT4.1_167,1st,209.5451008,630,7.974683544,3.210350584,3.110509341,0.476190476,0.143835616,11.14285714,1.48630137,1.838709677,GPT,UK,technology
GPT4.1_167,3rd,198.0985459,637,7.406976744,3.235294118,3.093914501,1.25588697,0.170731707,12.4939759,1.463414634,2.32,GPT,UK,stereotype
GPT4.1_168,1st,237.6818702,607,7.986842105,3.179001721,3.047790478,0.658978583,0.25,11.23404255,1.555555556,2.692307692,GPT,UK,technology
GPT4.1_168,3rd,199.9203074,603,6.931034483,3.275862069,3.050117267,1.492537313,0.1875,13.07446809,1.49375,2.391304348,GPT,UK,stereotype
GPT4.1_168,2nd,174.8411475,595,7.345679012,3.213028169,3.109990372,0.336134454,0.181818182,11.93670886,1.475524476,1.888888889,GPT,UK,dream
GPT4.1_169,1st,271,613,8.173333333,3.051194539,3.085471549,1.305057096,0.314285714,11.77272727,1.692857143,2.296296296,GPT,US,technology
GPT4.1_169,2nd,202.1196195,615,7.6875,3.445392491,3.072501086,1.62601626,0.253623188,12.94936709,1.601449275,1.689655172,GPT,US,dream
GPT4.1_169,3rd,180.8400157,619,7.548780488,3.008517888,3.096621343,1.292407108,0.186335404,12.94871795,1.48447205,1.5625,GPT,US,stereotype
GPT4.1_17,3rd,281.0362261,551,7.76056338,3.143678161,3.089483153,0.725952813,0.316666667,10.65277778,1.658333333,1.793103448,GPT,CAN,technology
GPT4.1_17,2nd,229.3830409,597,7.556962025,3.224561404,3.133399513,2.010050251,0.209459459,11.39325843,1.554054054,2.074074074,GPT,CAN,stereotype
GPT4.1_17,1st,210.3362256,624,6.782608696,3.353040541,3.078505374,0.801282051,0.17037037,11.3877551,1.562962963,1.8125,GPT,CAN,dream
GPT4.1_170,1st,275.6149512,615,7.151162791,3.13869863,3.109680175,0.81300813,0.243243243,11.42857143,1.554054054,1.774193548,GPT,US,technology
GPT4.1_170,2nd,213.3104876,596,7.011764706,3.594356261,3.098812529,0.67114094,0.181818182,11.18823529,1.482517483,1.689655172,GPT,US,dream
GPT4.1_170,3rd,200.9228435,594,6.988235294,3.005309735,3.075676572,1.178451178,0.195804196,11.10588235,1.524475524,1.620689655,GPT,US,stereotype
GPT4.1_171,2nd,231.1226128,586,7.060240964,3.223613596,3.092896054,1.365187713,0.234042553,10.72289157,1.716312057,1.518518519,GPT,US,dream
GPT4.1_171,1st,220.2463728,612,7.373493976,3.076124567,3.098521923,0.980392157,0.24137931,10.34146341,1.579310345,1.705882353,GPT,US,technology
GPT4.1_171,3rd,203.0939521,628,8.051282051,2.988313856,3.081899929,1.592356688,0.202453988,10.94117647,1.515337423,2.310344828,GPT,US,stereotype
GPT4.1_172,1st,252.2112504,630,8.289473684,3.212020033,3.034631991,0.952380952,0.261744966,10.3164557,1.570469799,1.709677419,GPT,US,technology
GPT4.1_172,2nd,243.2308236,609,7.426829268,3.497427101,3.104345991,1.806239737,0.303030303,9.93814433,1.659090909,2.038461538,GPT,US,dream
GPT4.1_172,3rd,206.2461819,588,6.681818182,3.10971223,3.071000598,0.680272109,0.198675497,10.52702703,1.483443709,1.625,GPT,US,stereotype
GPT4.1_173,3rd,199.534684,622,6.988764045,3.229342327,3.050735869,0.643086817,0.226415094,12.1627907,1.622641509,1.793103448,GPT,US,stereotype
GPT4.1_173,2nd,178.4146935,559,7.166666667,2.992409867,3.06437243,1.073345259,0.195488722,10.6625,1.481203008,1.625,GPT,US,dream
GPT4.1_173,1st,178.052561,633,7.360465116,2.985049834,3.106581949,0.473933649,0.175675676,10.7816092,1.452702703,2.032258065,GPT,US,technology
GPT4.1_174,1st,234.3180604,629,7.765432099,3.219430486,3.04132976,0.79491256,0.231292517,10.73195876,1.517006803,2.21875,GPT,US,technology
GPT4.1_174,3rd,229.4036161,624,6.782608696,3.432160804,3.096296116,1.762820513,0.18125,11.74444444,1.55,2.222222222,GPT,US,stereotype
GPT4.1_174,2nd,206.3814767,642,7.133333333,3.100328947,3.067367244,1.869158879,0.207792208,11.05263158,1.545454545,1.5,GPT,US,dream
GPT4.1_175,2nd,283.5,618,7.62962963,3.310051107,3.070458509,0.970873786,0.262068966,9.696629213,1.565517241,1.709677419,GPT,US,dream
GPT4.1_175,1st,236.0354683,619,8.144736842,3.394247039,3.07694685,0.323101777,0.24137931,12.19318182,1.482758621,2.035714286,GPT,US,technology
GPT4.1_175,3rd,192.4491378,587,8.152777778,3.093971631,3.122840529,0.681431005,0.19047619,12.31707317,1.517006803,2.391304348,GPT,US,stereotype
GPT4.1_176,1st,235.8663892,661,7.963855422,3.008,3.094077968,0.605143722,0.23030303,11.86516854,1.533333333,1.972222222,GPT,US,technology
GPT4.1_176,2nd,204.4145272,595,6.538461538,3.471103327,3.077340165,1.344537815,0.181208054,12.32978723,1.456375839,2.208333333,GPT,US,dream
GPT4.1_176,3rd,176.461447,634,7.204545455,3.073578595,3.107258704,1.892744479,0.15,10.51111111,1.475,1.583333333,GPT,US,stereotype
GPT4.1_177,1st,255.6061781,638,7.333333333,3.175409836,3.073630669,0.626959248,0.262411348,12.72043011,1.581560284,2.285714286,GPT,US,technology
GPT4.1_177,2nd,202.7946709,595,7.256097561,3.269026549,3.150436373,1.008403361,0.192857143,10.21176471,1.571428571,1.733333333,GPT,US,dream
GPT4.1_177,3rd,187.0427902,578,6.963855422,3.080145719,3.118925139,0.865051903,0.210191083,10.70114943,1.535031847,1.862068966,GPT,US,stereotype
GPT4.1_178,2nd,263.0943775,616,7,3.356164384,3.046982756,1.136363636,0.274509804,9.633333333,1.60130719,1.5,GPT,US,dream
GPT4.1_178,3rd,215.9365401,581,7.644736842,3.135135135,3.071030985,1.032702238,0.230769231,11.97297297,1.576923077,1.884615385,GPT,US,stereotype
GPT4.1_178,1st,211.7831695,633,7.814814815,3.226446281,3.106808291,0.789889415,0.24822695,12.12048193,1.553191489,2.214285714,GPT,US,technology
GPT4.1_179,1st,239.6765646,656,9.23943662,3.159677419,3.032998657,1.37195122,0.220779221,11.1375,1.538961039,1.666666667,GPT,US,technology
GPT4.1_179,2nd,230.8953898,610,7.43902439,3.500857633,3.04863465,1.639344262,0.30625,9.953488372,1.64375,2.074074074,GPT,US,dream
GPT4.1_179,3rd,196.9652302,560,7.466666667,2.92481203,3.063430293,0.892857143,0.224489796,11.65333333,1.510204082,1.821428571,GPT,US,stereotype
GPT4.1_18,1st,231.2038954,633,7.360465116,3.383471074,3.079029455,1.421800948,0.233333333,10.94565217,1.613333333,1.75,GPT,CAN,dream
GPT4.1_18,3rd,228.8054868,619,7.935897436,3.100682594,3.025735427,0.484652666,0.197368421,11.17948718,1.480263158,2.272727273,GPT,CAN,technology
GPT4.1_18,2nd,210.9884521,636,7.571428571,2.907131012,3.058357346,1.886792453,0.174698795,10.45348837,1.493975904,2.03030303,GPT,CAN,stereotype
GPT4.1_180,3rd,239.3787879,559,7.25974026,3.112149533,3.108473646,1.073345259,0.184397163,13.07058824,1.468085106,2.083333333,GPT,US,stereotype
GPT4.1_180,1st,204.2802985,621,7.573170732,3.285229202,3.080378299,0.805152979,0.256756757,11.02469136,1.587837838,1.875,GPT,US,technology
GPT4.1_180,2nd,192.9335065,604,6.637362637,3.379130435,3.049230029,1.158940397,0.27972028,10.82222222,1.636363636,1.75862069,GPT,US,dream
GPT4.1_19,3rd,255.9171389,626,7.825,3.033500838,3.114871129,0.958466454,0.216783217,10.13580247,1.552447552,2.172413793,GPT,CAN,technology
GPT4.1_19,2nd,183.3883067,612,7.948051948,2.967353952,3.054424707,1.307189542,0.167785235,12.06410256,1.536912752,2.3,GPT,CAN,stereotype
GPT4.1_19,1st,182.2453854,590,7.195121951,3.235294118,3.114047878,1.186440678,0.226950355,11.78888889,1.609929078,1.965517241,GPT,CAN,dream
GPT4.1_20,1st,252.1411478,632,7.802469136,3.245439469,3.139729035,1.582278481,0.222222222,10.60638298,1.541666667,2.206896552,GPT,CAN,dream
GPT4.1_20,3rd,241.4576023,578,7.135802469,3.180327869,3.04371478,0.865051903,0.277372263,11.76744186,1.656934307,1.862068966,GPT,CAN,technology
GPT4.1_20,2nd,206.3429484,604,7.365853659,3.504302926,3.089548087,1.324503311,0.167741935,12.75294118,1.470967742,2.652173913,GPT,CAN,stereotype
GPT4.1_21,3rd,267.5,587,7.826666667,3.0502693,3.083579236,0.681431005,0.293706294,11.40243902,1.573426573,2.2,GPT,CAN,technology
GPT4.1_21,2nd,206.8213011,631,6.934065934,2.994949495,3.062616445,2.218700475,0.19760479,9.629213483,1.526946108,1.648648649,GPT,CAN,stereotype
GPT4.1_21,1st,187.7405662,640,6.808510638,3.360655738,3.06497779,1.40625,0.218543046,10.58510638,1.589403974,1.866666667,GPT,CAN,dream
GPT4.1_22,3rd,244.669918,618,7.445783133,3.183986371,2.99157187,0.809061489,0.182432432,11.08139535,1.466216216,2.032258065,GPT,CAN,technology
GPT4.1_22,1st,233.9234646,669,7.351648352,3.639625585,3.160640406,2.242152466,0.318471338,12.82608696,1.719745223,2.214285714,GPT,CAN,dream
GPT4.1_22,2nd,211.2403185,619,7.7375,3.282352941,3.090055312,1.615508885,0.21686747,12.88505747,1.5,2.208333333,GPT,CAN,stereotype
GPT4.1_23,3rd,233.6401408,624,7.898734177,3.125,3.068863167,0.801282051,0.24822695,10.55434783,1.602836879,1.90625,GPT,CAN,technology
GPT4.1_23,1st,217.2714858,625,6.793478261,3.092748735,3.058099275,1.6,0.201342282,11.34117647,1.530201342,1.875,GPT,CAN,dream
GPT4.1_23,2nd,193.6027096,619,6.95505618,3.010221465,3.066637479,2.100161551,0.163636364,11.34883721,1.466666667,1.65625,GPT,CAN,stereotype
GPT4.1_24,1st,255.6719457,600,8.219178082,3.615652174,3.132125084,2.333333333,0.283687943,11.55681818,1.638297872,2.16,GPT,CAN,dream
GPT4.1_24,2nd,214.2816834,574,8.31884058,3.259597806,3.101156774,2.613240418,0.236486486,11.85135135,1.581081081,2.111111111,GPT,CAN,stereotype
GPT4.1_24,3rd,212.5043006,635,7.298850575,3.188429752,3.084746546,0.787401575,0.235294118,11.87012987,1.568627451,1.966666667,GPT,CAN,technology
GPT4.1_25,3rd,232.407432,624,7.703703704,3.38487395,3.093599701,0.16025641,0.251748252,12.65116279,1.601398601,2.137931034,GPT,NZ,technology
GPT4.1_25,1st,192.9193112,591,7.3875,3.151943463,3.120725776,0.846023689,0.140740741,12.2183908,1.481481481,2.28,GPT,NZ,dream
GPT4.1_25,2nd,192.107133,596,7.095238095,3.164335664,3.137537798,0.838926174,0.186206897,14.34444444,1.475862069,2.5,GPT,NZ,stereotype
GPT4.1_26,1st,280,616,7.797468354,3.162711864,3.120012704,0.974025974,0.218543046,11.6835443,1.589403974,2.346153846,GPT,NZ,dream
GPT4.1_26,3rd,216.72235,661,7.597701149,3.116057234,3.061916744,0.453857791,0.269736842,10.93333333,1.585526316,2.28125,GPT,NZ,technology
GPT4.1_26,2nd,173.1502611,690,8.518518519,3.334337349,3.113186862,1.15942029,0.236363636,11.78494624,1.472727273,2.576923077,GPT,NZ,stereotype
GPT4.1_27,3rd,237.1990399,660,8.571428571,3.266141732,3.142957143,0.909090909,0.225806452,11.65060241,1.619354839,2.88,GPT,NZ,technology
