ID,Session,MLTD,TotalTokens,MeanClauseLength,AvgDepLength,DepTypeEntropy,NominalDensity,NPComplexity,VPComplexity,MeanNPLength,PPDensity,Condition.x,Variety,Topic
6806b0b9db204f8882a4256a1ed3ee3c,1st,80.64819313,578,10.50909091,3.003610108,2.945291526,4.671280277,0.469387755,12.58666667,1.761904762,2.25,Par,UK,dream
6806b0b9db204f8882a4256a1ed3ee3c,3rd,79.77860874,578,8.027777778,3.233273056,3.039440203,3.287197232,0.278571429,12.29268293,1.792857143,1.8,Par,UK,workplace
e65be19012784d09aa415dcb6880e9ed,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Par,US,NA
e65be19012784d09aa415dcb6880e9ed,1st,111.0814785,591,8.323943662,3.089605735,3.052484104,2.199661591,0.3,11.40277778,1.7,1.666666667,Par,US,stereotype
e65be19012784d09aa415dcb6880e9ed,2nd,94.12026406,599,7.881578947,3.043630017,3.043295088,2.003338898,0.231292517,12.19318182,1.734693878,2.192307692,Par,US,dream
333a5aa592834358929099cba9247458,2nd,145.321992,579,8.391304348,3.124548736,3.01504839,1.899827288,0.214285714,11.2,1.55,2.44,Par,UK,technology
333a5aa592834358929099cba9247458,3rd,101.3923761,563,10.23636364,3.311926606,3.002894599,3.907637655,0.297101449,15.34545455,1.833333333,3.722222222,Par,UK,disagreement
333a5aa592834358929099cba9247458,1st,73.66173779,583,11.43137255,3.314285714,2.91304154,2.058319039,0.244094488,11.41176471,1.960629921,3.086956522,Par,UK,dream
63c4b5a00ea74181a20ce2a6e3369215,2nd,204.7995631,820,7.387387387,2.971867008,3.097144408,3.292682927,0.254464286,12.08163265,1.558035714,1.789473684,Par,CAN,stereotype
63c4b5a00ea74181a20ce2a6e3369215,1st,97.31984586,597,7.192771084,2.959147425,3.069432949,1.675041876,0.146853147,10.36144578,1.517482517,1.5,Par,CAN,technology
63c4b5a00ea74181a20ce2a6e3369215,3rd,46.83783012,600,6.382978723,2.893238434,2.994291081,1.5,0.141025641,9.784090909,1.435897436,1,Par,CAN,workplace
98b8f3b8d5da49c5aa24dce7452b79f9,2nd,128.7413793,593,7.506329114,2.985714286,3.10257278,2.360876897,0.230263158,9.918918919,1.618421053,1.575757576,Par,US,dream
98b8f3b8d5da49c5aa24dce7452b79f9,3rd,107.6866667,637,8.381578947,3.172470978,2.962443966,1.726844584,0.188679245,11.93846154,1.698113208,1.852941176,Par,US,disagreement
98b8f3b8d5da49c5aa24dce7452b79f9,1st,98.64440075,594,7.333333333,3.120996441,3.033240553,1.346801347,0.251572327,11.73134328,1.597484277,1.5,Par,US,stereotype
ea51fd4ee5564848a44f3ed3d9f6f936,2nd,136.6817528,585,6.724137931,3.314487633,3.149954138,1.709401709,0.170068027,13.48958333,1.530612245,2.631578947,Par,UK,dream
ea51fd4ee5564848a44f3ed3d9f6f936,3rd,94.53341625,626,7.279069767,3.823817292,3.08094143,1.118210863,0.160493827,19.11340206,1.49382716,5,Par,UK,workplace
ea51fd4ee5564848a44f3ed3d9f6f936,1st,60.75686745,609,6.842696629,3.546666667,3.022497364,1.97044335,0.100591716,21.62765957,1.473372781,6.333333333,Par,UK,technology
82849660841d433b92d6c68ce250c37f,2nd,114.241922,595,8.263888889,3.179577465,3.091896117,2.352941176,0.275167785,10.47126437,1.630872483,1.481481481,Par,CAN,dream
82849660841d433b92d6c68ce250c37f,3rd,94.97486878,606,8.535211268,3.060553633,3.068782604,2.310231023,0.214765101,11.47058824,1.543624161,2.392857143,Par,CAN,disagreement
82849660841d433b92d6c68ce250c37f,1st,83.5606372,668,9.150684932,3.204081633,3.004543047,3.143712575,0.285714286,12.95180723,1.702380952,2.35483871,Par,CAN,technology
7cd994c3278d479b90bd27aba72213bc,2nd,151.4403978,581,8.3,2.876363636,2.999147347,2.409638554,0.223684211,9.719101124,1.559210526,1.870967742,Par,AUS,technology
7cd994c3278d479b90bd27aba72213bc,3rd,119.8072135,678,8.475,3.079113924,3.033144785,2.359882006,0.525974026,10.03658537,2.162337662,1.043478261,Par,AUS,workplace
7cd994c3278d479b90bd27aba72213bc,1st,98.06089074,575,7.467532468,2.802583026,3.037613624,2.608695652,0.117283951,10.025,1.475308642,1.454545455,Par,AUS,stereotype
f0c6884106ca45ea8ff0760ba2d1122a,3rd,108.9857387,605,9.603174603,3.266781411,3.049216517,1.157024793,0.347222222,12.45762712,1.763888889,2.125,Par,CAN,disagreement
f0c6884106ca45ea8ff0760ba2d1122a,1st,80.6505283,564,7.943661972,2.970093458,2.967986697,0.531914894,0.162962963,10.88888889,1.548148148,1.586206897,Par,CAN,technology
f0c6884106ca45ea8ff0760ba2d1122a,2nd,79.05075188,573,7.346153846,3.047882136,3.068044561,1.047120419,0.153333333,10.90909091,1.52,1.633333333,Par,CAN,stereotype
80cc15c2138949dbb99e255003093c48,2nd,151.7893302,577,6.951807229,2.879781421,3.072202398,3.292894281,0.164556962,9.758241758,1.582278481,1.678571429,Par,UK,dream
80cc15c2138949dbb99e255003093c48,3rd,80.48202063,587,7.932432432,2.751798561,3.019875344,1.533219761,0.293413174,11.37681159,1.580838323,1.741935484,Par,UK,disagreement
80cc15c2138949dbb99e255003093c48,1st,79.39285714,574,7,3.292947559,3.000249511,1.045296167,0.146666667,12.90140845,1.566666667,2.095238095,Par,UK,technology
58b93ed7eca846cd81ab9d0d86385d34,2nd,166.7701457,600,7.594936709,3.126516464,3.117770335,2.333333333,0.120253165,11.375,1.455696203,2.565217391,Par,UK,dream
58b93ed7eca846cd81ab9d0d86385d34,3rd,78.46696903,523,8.046153846,3.290258449,3.022637317,1.529636711,0.208955224,13.09589041,1.649253731,2.35,Par,UK,workplace
58b93ed7eca846cd81ab9d0d86385d34,1st,65.85613032,543,7.144736842,3.218390805,3.074426767,0.920810313,0.28057554,10.61333333,1.604316547,2.047619048,Par,UK,technology
8770fafa96f048deae4abcaff3b446d3,3rd,95.1792016,557,7.845070423,3.1,3.10889038,1.97486535,0.224637681,11.01428571,1.615942029,1.888888889,Par,US,workplace
8770fafa96f048deae4abcaff3b446d3,2nd,91.81328186,575,9.274193548,3.072992701,3.061141839,1.739130435,0.226950355,10.32835821,1.595744681,2.37037037,Par,US,technology
8770fafa96f048deae4abcaff3b446d3,1st,65.44454288,567,6.443181818,3.001862197,2.996918115,2.645502646,0.208333333,9.1,1.555555556,1.6,Par,US,dream
84276956a3954e739ee512d32618e8bb,2nd,127.2197738,573,7.849315068,3.183970856,3.062871516,2.443280977,0.4,13.45945946,1.827586207,2,Par,CAN,stereotype
84276956a3954e739ee512d32618e8bb,3rd,95.99719251,607,8.093333333,3.522998296,3.087780394,2.635914333,0.251851852,12.97674419,1.651851852,2.45,Par,CAN,workplace
84276956a3954e739ee512d32618e8bb,1st,70.51082818,638,8.985915493,3.475120385,3.009598024,2.037617555,0.223529412,16.35555556,1.588235294,5,Par,CAN,technology
24ec8499101a44efbe54c272a7ddb076,2nd,179.784558,584,7.487179487,3.151785714,3.078454517,3.424657534,0.264900662,12.20481928,1.622516556,2.375,Par,US,stereotype
24ec8499101a44efbe54c272a7ddb076,3rd,84.24505562,610,8.133333333,3.351724138,3.016330848,2.786885246,0.070588235,10.69047619,1.429411765,1.8,Par,US,disagreement
24ec8499101a44efbe54c272a7ddb076,1st,82.10794179,574,7.756756757,3.135531136,3.034701138,2.090592334,0.156462585,10.70238095,1.408163265,2.178571429,Par,US,technology
8a0cf5d717f944f29905366339dc849a,2nd,75.65566114,533,6.922077922,3.091439689,3.081861169,2.814258912,0.222222222,15.03896104,1.659722222,2.894736842,Par,US,stereotype
8a0cf5d717f944f29905366339dc849a,1st,65.96275844,538,6.183908046,3.162475822,3.091830134,1.486988848,0.253731343,15.54255319,1.753731343,1.904761905,Par,US,dream
8a0cf5d717f944f29905366339dc849a,3rd,64.70740561,547,8.682539683,3.636871508,3.111617823,2.742230347,0.302325581,16.60526316,1.705426357,5.8,Par,US,workplace
f99446e4eacf499aaa46345b86748dd7,2nd,107.4946067,896,8.296296296,3.591954023,3.047692338,3.125,0.358333333,13.59,1.783333333,3.692307692,Par,UK,stereotype
f99446e4eacf499aaa46345b86748dd7,3rd,91.89942997,810,8.526315789,3.608585859,3.056434889,1.481481481,0.230046948,16.84761905,1.610328638,4.611111111,Par,UK,disagreement
f99446e4eacf499aaa46345b86748dd7,1st,63.9681594,1112,8.298507463,3.57103321,3.113147682,0.899280576,0.2,14.81632653,1.659259259,4.357142857,Par,UK,technology
c63e8172d75f47a1bb10156cee138ce2,2nd,77.10972018,591,6.793103448,2.856127886,3.093364535,1.015228426,0.196078431,9.542553191,1.581699346,1.857142857,Par,CAN,dream
c63e8172d75f47a1bb10156cee138ce2,3rd,64.43652044,594,10.06779661,2.855357143,3.01015904,1.683501684,0.244604317,11.08974359,1.726618705,1.617647059,Par,CAN,workplace
c63e8172d75f47a1bb10156cee138ce2,1st,58.34100633,582,7.864864865,2.826007326,2.976960231,0.687285223,0.292993631,9.379310345,1.72611465,1.555555556,Par,CAN,stereotype
9b04670a3c784c59827d1b117bece927,2nd,150.962163,652,8.578947368,3.283870968,2.976005262,2.914110429,0.228571429,12.14117647,1.594285714,1.90625,Par,CAN,technology
9b04670a3c784c59827d1b117bece927,3rd,76.7039801,674,8.120481928,3.278125,2.999878104,0.741839763,0.166666667,11.97402597,1.58974359,1.470588235,Par,CAN,workplace
9b04670a3c784c59827d1b117bece927,1st,74.8808943,610,7.093023256,2.993019197,3.02226763,2.131147541,0.18,10.60227273,1.546666667,1.432432432,Par,CAN,stereotype
da207a8abdef4e2f846f6fa4aef81aaf,2nd,99.92553191,637,7.494117647,3.524271845,3.092429167,1.726844584,0.251572327,14.29473684,1.591194969,3.368421053,Par,CAN,technology
da207a8abdef4e2f846f6fa4aef81aaf,3rd,80.13723971,605,7.469135802,4.040609137,3.075811812,1.487603306,0.166666667,14.79775281,1.549382716,3.285714286,Par,CAN,disagreement
da207a8abdef4e2f846f6fa4aef81aaf,1st,71.25997668,571,6.879518072,4.259786477,3.093356662,1.401050788,0.109589041,17.23958333,1.376712329,5.777777778,Par,CAN,stereotype
82a5ec4bb293498692364bc27dd86d30,2nd,160.1111521,755,9.096385542,3.284340659,3.050693023,3.178807947,0.337142857,12.66326531,1.845714286,2.518518519,Par,CAN,dream
82a5ec4bb293498692364bc27dd86d30,3rd,92.51500291,616,7.897435897,3.456998314,3.069751687,5.032467532,0.439189189,12.81818182,2.033783784,2.608695652,Par,CAN,disagreement
82a5ec4bb293498692364bc27dd86d30,1st,83.95850009,632,11.28571429,3.479674797,2.975288624,3.164556962,0.503184713,16.27272727,2.044585987,4.764705882,Par,CAN,stereotype
91d47cf601234d6291763a841b5e6241,2nd,118.7044143,635,7.215909091,2.840531561,3.017870952,3.307086614,0.130681818,10.92857143,1.448863636,1.545454545,Par,CAN,stereotype
91d47cf601234d6291763a841b5e6241,1st,104.969268,676,8.047619048,2.708399366,2.984587298,1.627218935,0.213017751,9.285714286,1.668639053,1.311111111,Par,CAN,technology
91d47cf601234d6291763a841b5e6241,3rd,76.44096173,606,8.189189189,2.963222417,3.027857186,2.475247525,0.115853659,10.22093023,1.457317073,1.571428571,Par,CAN,disagreement
c6a5f631073f4ebbbc56d6f4c57f085c,2nd,140.8620139,653,7.682352941,3.080128205,3.05170168,1.990811639,0.195266272,11.04494382,1.467455621,1.862068966,Par,UK,technology
c6a5f631073f4ebbbc56d6f4c57f085c,1st,101.1273728,578,6.963855422,3.424242424,3.041262627,1.384083045,0.110429448,11.74157303,1.325153374,2.588235294,Par,UK,stereotype
c6a5f631073f4ebbbc56d6f4c57f085c,3rd,100.1,582,8.314285714,3.643617021,3.101778827,2.06185567,0.223776224,14.02197802,1.58041958,3.333333333,Par,UK,workplace
ca95557fa4464e6389aec73deca90c6d,2nd,154.7229491,569,7.794520548,2.842883549,2.969492537,2.108963093,0.208633094,11.68421053,1.64028777,2.142857143,Par,CAN,technology
ca95557fa4464e6389aec73deca90c6d,1st,109.8752435,566,9.278688525,2.986964618,3.016887547,4.770318021,0.436619718,12.74603175,2.063380282,1.965517241,Par,CAN,dream
ca95557fa4464e6389aec73deca90c6d,3rd,92.36592813,564,7.52,3.36996337,3.075878375,2.659574468,0.37593985,12.70731707,1.842105263,2.888888889,Par,CAN,workplace
f3b6b393f0344930ab1fcfe921343276,2nd,160.8958659,589,10.15517241,3.514834206,3.048548125,3.056027165,0.337579618,14.52631579,1.719745223,4.1875,Par,CAN,stereotype
f3b6b393f0344930ab1fcfe921343276,1st,121.7895736,542,9.678571429,3.69924812,3.142691218,2.398523985,0.373134328,15.94202899,1.791044776,5.1,Par,CAN,dream
f3b6b393f0344930ab1fcfe921343276,3rd,92.93758193,577,7.493506494,4.09314587,3.079320633,0.866551127,0.166666667,28.03157895,1.471014493,5.125,Par,CAN,workplace
2f1740d77cab4840ab916821a4932ca2,1st,123.921017,650,6.914893617,2.991843393,3.123955947,0.923076923,0.328671329,11,1.755244755,1.297297297,Par,NZ,technology
2f1740d77cab4840ab916821a4932ca2,2nd,110.1782689,643,6.697916667,2.978441128,3.054376616,1.244167963,0.14556962,9.956989247,1.493670886,1.225,Par,NZ,dream
2f1740d77cab4840ab916821a4932ca2,3rd,105.5798641,595,7.345679012,2.958707361,3.031433923,2.016806723,0.154411765,10.36666667,1.551470588,1.105263158,Par,NZ,disagreement
5060c2b3cb9a454c8f68b09f8d85e547,2nd,114.0330167,582,7.275,2.805807623,3.063031081,1.718213058,0.205479452,11.15555556,1.609589041,1.709677419,Par,UK,technology
5060c2b3cb9a454c8f68b09f8d85e547,3rd,108.5482358,598,7.035294118,3.259581882,3.072006061,3.177257525,0.338028169,12.40860215,1.767605634,1.791666667,Par,UK,disagreement
5060c2b3cb9a454c8f68b09f8d85e547,1st,88.06778929,618,8.131578947,3.077702703,3.072528031,1.941747573,0.162790698,13.21052632,1.511627907,2.230769231,Par,UK,stereotype
167a6b8095544c03bac020beb87b0bc3,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Par,US,NA
167a6b8095544c03bac020beb87b0bc3,2nd,167.217516,567,7.0875,3.141791045,3.035325407,1.587301587,0.282051282,10.13414634,1.615384615,1.709677419,Par,US,dream
167a6b8095544c03bac020beb87b0bc3,1st,123.3182507,553,7.680555556,2.76300578,3.01000447,1.627486438,0.251612903,9.75,1.574193548,1.823529412,Par,US,stereotype
fec70d139c99455aae085ba069328879,2nd,119.1866326,606,7.670886076,2.922010399,3.03110931,2.310231023,0.258503401,11.29333333,1.598639456,2.034482759,Par,UK,technology
fec70d139c99455aae085ba069328879,3rd,94.87234043,594,7.615384615,3.186619718,3.066318231,3.535353535,0.165605096,12.42253521,1.649681529,2.307692308,Par,UK,disagreement
fec70d139c99455aae085ba069328879,1st,76.32932331,572,9.079365079,2.790825688,3.035155987,2.447552448,0.324137931,10.73846154,1.813793103,2.296296296,Par,UK,dream
c21caab9781c49609fe2a57ec60362ab,2nd,110.47246,571,8.52238806,3.221818182,3.038032073,4.203152364,0.15060241,13.5,1.487951807,3.047619048,Par,UK,stereotype
c21caab9781c49609fe2a57ec60362ab,3rd,70.52394962,600,7.692307692,3.371772806,3.123709059,2.166666667,0.174418605,13.02469136,1.593023256,2.631578947,Par,UK,disagreement
c21caab9781c49609fe2a57ec60362ab,1st,59.00535785,542,6.775,3.09496124,3.042335274,1.47601476,0.227586207,11.8452381,1.620689655,1.769230769,Par,UK,dream
b70b9b88594a4b788cb8970abfae4cf4,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Par,US,NA
b70b9b88594a4b788cb8970abfae4cf4,2nd,117.0230133,633,6.525773196,2.614726027,2.972594262,3.159557662,0.149171271,8.348314607,1.447513812,0.959183673,Par,US,stereotype
b70b9b88594a4b788cb8970abfae4cf4,1st,83.20660473,641,6.608247423,2.510961214,2.985173387,0.780031201,0.094444444,8.621052632,1.322222222,1.166666667,Par,US,technology
b32a3592fb3d4a7fbdaead31572a0202,2nd,92.30148381,744,6.305084746,2.671449067,3.079027381,2.016129032,0.131313131,8.658536585,1.464646465,1.212765957,Par,US,dream
b32a3592fb3d4a7fbdaead31572a0202,1st,77.50320304,665,6.273584906,2.802250804,3.022793736,1.804511278,0.137566138,8.97029703,1.386243386,0.906976744,Par,US,stereotype
b32a3592fb3d4a7fbdaead31572a0202,3rd,70.61251635,1024,5.885057471,2.525917927,2.901748701,1.26953125,0.084942085,7.237179487,1.416988417,0.693877551,Par,US,disagreement
633393a2ec4b4bb5a38e9185086e58ae,2nd,115.9967823,742,7.571428571,3.060992908,3.009640526,1.078167116,0.321212121,11.4245283,1.733333333,2.540540541,Par,UK,technology
633393a2ec4b4bb5a38e9185086e58ae,1st,111,654,7.975609756,3.185483871,3.066448154,2.293577982,0.282894737,10.68421053,1.769736842,1.764705882,Par,UK,dream
633393a2ec4b4bb5a38e9185086e58ae,3rd,74.53120183,631,7.602409639,3.053244592,3.034655373,1.109350238,0.127516779,11.74117647,1.543624161,1.766666667,Par,UK,workplace
5201d81052fe4fef9a9cdb0cd2948fed,2nd,144.3599343,647,6.670103093,2.891935484,3.055496255,2.318392581,0.165680473,9.682242991,1.50887574,1.888888889,Par,CAN,dream
5201d81052fe4fef9a9cdb0cd2948fed,3rd,127.2824374,1277,8.68707483,2.958059211,3.020760941,3.993735317,0.296416938,10.05202312,1.674267101,1.918032787,Par,CAN,workplace
5201d81052fe4fef9a9cdb0cd2948fed,1st,114.4261545,627,6.89010989,2.893939394,3.029903359,1.275917065,0.170731707,10.05681818,1.493902439,1.636363636,Par,CAN,technology
6936de55c4d241eaa5a26f419b3dcd8c,2nd,93.20669402,568,7.012345679,2.891143911,3.086799853,1.76056338,0.146496815,10.23333333,1.52866242,2.153846154,Par,AUS,dream
6936de55c4d241eaa5a26f419b3dcd8c,3rd,81.68155373,539,6.7375,2.978599222,3.053540747,3.153988868,0.217391304,10.97674419,1.65942029,1.6,Par,AUS,workplace
6936de55c4d241eaa5a26f419b3dcd8c,1st,78.65319599,557,6.402298851,2.642447419,3.030024759,0.897666068,0.175572519,10.61538462,1.519083969,1.323529412,Par,AUS,technology
f50ab3fbffb84ab3b93bcf0687d87672,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Par,US,NA
f50ab3fbffb84ab3b93bcf0687d87672,2nd,78.24426881,624,6.709677419,2.808219178,3.050437452,1.602564103,0.073170732,9.066666667,1.432926829,1.3,Par,US,dream
f50ab3fbffb84ab3b93bcf0687d87672,1st,68.82470274,678,7.136842105,2.601895735,2.989087499,1.179941003,0.16751269,9.35,1.497461929,1.6,Par,US,technology
07578dc1ed2b495caaf9b5dafb587cc7,2nd,100.1505614,575,7.876712329,3.045207957,3.108721628,3.652173913,0.167701863,11.79268293,1.51552795,2.5,Par,AUS,dream
07578dc1ed2b495caaf9b5dafb587cc7,1st,88.74266856,508,9.407407407,3.183673469,3.046662356,0.590551181,0.240601504,12.72881356,1.759398496,2.888888889,Par,AUS,technology
07578dc1ed2b495caaf9b5dafb587cc7,3rd,58.86828276,527,6.5875,3.592664093,3.028751323,2.65654649,0.136363636,17.86904762,1.448051948,3.777777778,Par,AUS,workplace
a7e26cf0ad734a3889097504ee7f4cf1,3rd,61.53546832,524,8.881355932,3.662109375,2.96275897,2.099236641,0.466666667,18.51666667,1.903703704,5.083333333,Phr,UK,disagreement
a7e26cf0ad734a3889097504ee7f4cf1,1st,50.95146558,530,9.636363636,3.18359375,2.919538293,1.320754717,0.235294118,14.51612903,1.620915033,3.444444444,Phr,UK,technology
a7e26cf0ad734a3889097504ee7f4cf1,2nd,45.19861969,542,8.212121212,3.45610687,3.009306902,3.505535055,0.3,11.88157895,1.728571429,2.388888889,Phr,UK,dream
a88a6ca9b47f4ddca29c3665e5248b36,2nd,161.6389378,555,6.9375,3.051330798,3.025636918,1.261261261,0.173076923,10.27956989,1.467948718,1.689655172,Phr,US,dream
a88a6ca9b47f4ddca29c3665e5248b36,1st,117,571,6.274725275,2.703564728,3.117452287,1.22591944,0.13836478,9.778947368,1.427672956,1.368421053,Phr,US,stereotype
a88a6ca9b47f4ddca29c3665e5248b36,3rd,94.68074171,611,5.710280374,2.659574468,2.965992685,1.800327332,0.1,8.647619048,1.375,1,Phr,US,disagreement
ca0fdfb57acd4ebc9c10e7eca8e1110f,1st,98.84680851,576,7.68,3.366425993,3.016989453,2.604166667,0.183006536,11.08219178,1.516339869,2.681818182,Phr,UK,stereotype
ca0fdfb57acd4ebc9c10e7eca8e1110f,2nd,90.04170804,640,8.421052632,3.220779221,2.979352237,2.96875,0.25,12.28947368,1.64375,2.791666667,Phr,UK,dream
ca0fdfb57acd4ebc9c10e7eca8e1110f,3rd,88.1652339,1051,8.341269841,3.239366963,3.066493762,1.3320647,0.245967742,11.30894309,1.665322581,2.2,Phr,UK,workplace
b345f4c885a94bb2b71c5fbdb6d135ed,2nd,104.5758725,945,8.146551724,3.19650655,3.044324405,2.857142857,0.203921569,12.64137931,1.51372549,3.896551724,Phr,AUS,technology
b345f4c885a94bb2b71c5fbdb6d135ed,1st,95.62502196,711,7.03960396,3.214492754,3.075684573,2.53164557,0.192982456,15.58474576,1.561403509,2.904761905,Phr,AUS,dream
b345f4c885a94bb2b71c5fbdb6d135ed,3rd,94.90274101,681,9.08,3.475683891,3.09711285,2.496328928,0.225609756,14.8255814,1.609756098,3.347826087,Phr,AUS,workplace
56ab476382964fdfa3f0ef1f47d73161,2nd,106.9475983,608,6.831460674,3.223752151,3.052787153,4.769736842,0.277777778,11.39534884,1.697530864,1.592592593,Phr,UK,stereotype
56ab476382964fdfa3f0ef1f47d73161,1st,84.75729546,909,6.938931298,2.972254335,3.117958707,1.210121012,0.251012146,10.98496241,1.651821862,1.704545455,Phr,UK,dream
56ab476382964fdfa3f0ef1f47d73161,3rd,73.97094001,605,8.768115942,2.923478261,3.038142808,1.818181818,0.273743017,13.04166667,1.659217877,2.166666667,Phr,UK,workplace
618458c7021e4e8294c027f1ce018a9c,2nd,116.3437496,714,9.916666667,3.229651163,2.974408237,1.680672269,0.211055276,16.44155844,1.542713568,3.192307692,Phr,UK,stereotype
618458c7021e4e8294c027f1ce018a9c,1st,70.3,722,7.443298969,3.049062049,3.025963837,0.969529086,0.167464115,12.55913978,1.502392344,2.137931034,Phr,UK,technology
618458c7021e4e8294c027f1ce018a9c,3rd,65.73395934,714,7,3.181950509,3.045155278,1.260504202,0.076142132,12.40366972,1.370558376,2.555555556,Phr,UK,disagreement
70741385719f412bb2eabef113993495,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,AUS,NA
70741385719f412bb2eabef113993495,2nd,94.16666667,607,8.926470588,2.925862069,2.999314234,1.812191104,0.213836478,11.10144928,1.660377358,2.740740741,Phr,AUS,stereotype
70741385719f412bb2eabef113993495,1st,74.46898496,587,8.04109589,2.956834532,3.026756046,1.36286201,0.225165563,12.45070423,1.735099338,2.225806452,Phr,AUS,technology
3fbf85acbdd04205897a5444c4618072,2nd,96.5751292,561,6.303370787,3.309833024,3.130925555,1.069518717,0.244604317,11.72826087,1.647482014,2.227272727,Phr,UK,technology
3fbf85acbdd04205897a5444c4618072,3rd,85.07657206,537,7.897058824,2.947058824,3.073724716,1.117318436,0.202614379,10.91666667,1.575163399,2.259259259,Phr,UK,disagreement
3fbf85acbdd04205897a5444c4618072,1st,71.41151691,544,7.661971831,3.235632184,3.044659092,0.919117647,0.15862069,13.55421687,1.565517241,2.409090909,Phr,UK,dream
542444028b454c58af1382f512311004,2nd,110.3337088,566,9.929824561,3.358318099,3.083515521,3.71024735,0.340136054,13.86666667,1.931972789,3.105263158,Phr,NZ,stereotype
542444028b454c58af1382f512311004,3rd,105.9866896,534,8.754098361,2.967054264,3.099133458,1.123595506,0.32,11.34666667,1.8,2.944444444,Phr,NZ,workplace
542444028b454c58af1382f512311004,1st,86.68882355,625,9.191176471,3.083194676,3.100940317,2.88,0.477124183,11.859375,2.058823529,2.583333333,Phr,NZ,dream
39557789e04547e48d2c831a271dab94,3rd,108.5939687,573,9.095238095,2.948623853,3.057466293,2.268760908,0.357615894,11.82857143,1.668874172,2.142857143,Phr,NZ,disagreement
39557789e04547e48d2c831a271dab94,2nd,105.5662595,552,7.666666667,3.17481203,3.002696779,2.355072464,0.135135135,13.94805195,1.445945946,2.95,Phr,NZ,stereotype
39557789e04547e48d2c831a271dab94,1st,69.77273188,565,8.308823529,3.172541744,3.039035506,1.061946903,0.292517007,12.24137931,1.673469388,2.076923077,Phr,NZ,technology
e2fe8679d56e477caa9c9c941de23520,1st,158.7947505,636,7.146067416,3.004966887,3.029453953,2.358490566,0.198830409,11.1978022,1.584795322,1.71875,Phr,UK,stereotype
e2fe8679d56e477caa9c9c941de23520,3rd,144.5118921,594,6.674157303,3.185053381,2.978236368,2.356902357,0.128205128,9.747126437,1.435897436,1.3125,Phr,UK,disagreement
e2fe8679d56e477caa9c9c941de23520,2nd,114.9897082,557,7.736111111,3.272897196,3.069075666,0.538599641,0.237037037,11.66304348,1.555555556,2.181818182,Phr,UK,technology
008bc33b734a4a449d61eb9563eb1f4e,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,UK,NA
008bc33b734a4a449d61eb9563eb1f4e,2nd,97.24959188,803,8.278350515,3.347435897,3.044340938,2.366127024,0.209756098,14.83157895,1.609756098,3.217391304,Phr,UK,stereotype
008bc33b734a4a449d61eb9563eb1f4e,1st,92.92467532,767,7.67,3.428378378,3.034958826,1.955671447,0.241758242,12.6952381,1.686813187,2.259259259,Phr,UK,dream
e8b3a935f80d426abc2e914a00751c26,2nd,104.6,571,6.879518072,2.897247706,3.012797406,1.576182137,0.207317073,13.08536585,1.573170732,2.076923077,Phr,UK,stereotype
e8b3a935f80d426abc2e914a00751c26,3rd,86.58930092,773,8.311827957,3.206199461,3.035655289,1.940491591,0.147959184,14.75,1.545918367,2.838709677,Phr,UK,disagreement
e8b3a935f80d426abc2e914a00751c26,1st,77.57142857,585,8.602941176,3.028725314,3.000064845,2.051282051,0.288461538,12.8115942,1.762820513,1.892857143,Phr,UK,technology
9af92ec1be814b0eb357e0bc613b5b0c,3rd,86.35122231,697,7.744444444,3.244807122,3.071617404,2.295552367,0.207100592,13.25773196,1.656804734,3.260869565,Phr,CAN,disagreement
9af92ec1be814b0eb357e0bc613b5b0c,1st,82.63737537,777,7.54368932,3.35,3.03987031,2.059202059,0.180952381,12.49,1.495238095,2,Phr,CAN,stereotype
9af92ec1be814b0eb357e0bc613b5b0c,2nd,77.88520561,625,7.530120482,3.402640264,2.992075584,1.92,0.238993711,14.3814433,1.603773585,2.631578947,Phr,CAN,technology
bd962ce9be994d88bcd56886290c0155,1st,83.9201087,555,8.161764706,4.212454212,3.058329514,2.522522523,0.243055556,23.82089552,1.555555556,5.555555556,Phr,US,stereotype
bd962ce9be994d88bcd56886290c0155,3rd,76.47326,562,7.025,3.672727273,3.00900396,1.423487544,0.151724138,15.10526316,1.475862069,4.583333333,Phr,US,workplace
bd962ce9be994d88bcd56886290c0155,2nd,74.42122351,585,8.863636364,3.516129032,2.976525358,1.367521368,0.217687075,11.37096774,1.741496599,1.62962963,Phr,US,technology
50c571e4a24e4fad81147221c4e60a8b,3rd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phr,AUS,NA
50c571e4a24e4fad81147221c4e60a8b,2nd,96.94728043,628,7.476190476,3.242474916,3.020048058,1.433121019,0.202531646,11.8372093,1.506329114,1.866666667,Phr,AUS,stereotype
50c571e4a24e4fad81147221c4e60a8b,1st,81.68177191,602,7.432098765,3.202443281,3.017163965,1.993355482,0.22875817,12.20779221,1.483660131,1.620689655,Phr,AUS,dream
